mass,xi_ratio,rider_x,rider_y,success,T_max,sag_max
80.0,0.1,60.0,7.659460051767471,True,41428.732043103926,33.8477574404903
80.0,0.2,120.0,0.374810810572252,True,41428.31017311098,33.910881957611736
80.0,0.30000000000000004,180.00000000000003,-6.852711761944694,True,41428.41309993184,33.975464181839286
80.0,0.4,240.0,-14.021792513421355,True,41428.40690745336,34.041596818336586
80.0,0.5,300.0,-21.131035692864526,True,41428.48117021266,34.10938694520866
80.0,0.6,360.0,-28.178942921343605,True,41428.40099070725,34.178942921343605
80.0,0.7000000000000001,420.00000000000006,-21.470266901035092,True,35280.50027365871,33.785997354718155
80.0,0.8,480.0,-14.373169971809189,True,35280.48364099584,33.7859955470247
80.0,0.9,540.0,-7.2159425770358965,True,35280.58063546128,33.785998343919175
